budget,genres,homepage,id,keywords,original_language,original_title,overview,viewercount,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_count,vote_average
15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,586,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 570, ""name"": ""rape""}, {""id"": 591, ""name"": ""cia""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 2419, ""name"": ""staging""}, {""id"": 2559, ""name"": ""film maker""}, {""id"": 2941, ""name"": ""albania""}, {""id"": 2943, ""name"": ""sex scandal""}, {""id"": 2944, ""name"": ""senator""}, {""id"": 2946, ""name"": ""presidential election""}, {""id"": 2952, ""name"": ""gulf war""}, {""id"": 2953, ""name"": ""media adviser""}, {""id"": 2954, ""name"": ""manipulation of the media""}, {""id"": 6085, ""name"": ""election campaign""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6091, ""name"": ""war""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 34094, ""name"": ""extramarital affair""}]",en,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",13.581966,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Baltimore Pictures"", ""id"": 11407}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/25/1997,64256513,97,"[{""iso_639_1"": ""sq"", ""name"": ""shqip""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"A comedy about truth, justice and other special effects.",Wag the Dog,270,6.7
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",,15765,"[{""id"": 156306, ""name"": ""price of fame""}, {""id"": 164409, ""name"": ""tina turner""}, {""id"": 164414, ""name"": ""black woman""}, {""id"": 164431, ""name"": ""cameo appearance by real life subject""}, {""id"": 164443, ""name"": ""african american music""}, {""id"": 164866, ""name"": ""black family""}]",en,What's Love Got to Do with It,A film about the singer Tina Turner and how she rose to stardom with her abusive husband Ike Turner and how she gained the courage to break free.,7.921311,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/9/1993,0,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Who needs a heart when a heart can be broken?,What's Love Got to Do with It,72,6.9
0,"[{""id"": 18, ""name"": ""Drama""}]",,13889,[],ja,まあだだよ,"This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",2.930853,"[{""name"": ""Tokuma Shoten"", ""id"": 1779}, {""name"": ""Kurosawa Production Co."", ""id"": 2680}, {""name"": ""DENTSU Music And Entertainment"", ""id"": 2752}, {""name"": ""Daiei Motion Picture Company"", ""id"": 3214}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",4/17/1993,0,134,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,,Madadayo,20,7.5
16000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 27, ""name"": ""Horror""}]",,73935,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 9673, ""name"": ""love""}, {""id"": 187056, ""name"": ""woman director""}]",en,Vamps,The modern-day story focuses on two beautiful young vampires who are living the good nightlife in New York until love enters the picture and each has to make a choice that will jeopardize their immortality.,7.251897,"[{""name"": ""Lucky Monkey Pictures"", ""id"": 11093}, {""name"": ""Red Hour Films"", ""id"": 12178}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/2012,0,93,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dating Sucks,Vamps,91,4.8
55000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]",,9618,"[{""id"": 1563, ""name"": ""prisoner""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 12670, ""name"": ""los angeles""}]",en,Tango & Cash,"Ray Tango and Gabriel Cash are narcotics detectives who, while both being extremely successful, can't stand each other. Crime Lord Yves Perret, furious at the loss of income that Tango and Cash have caused him, frames the two for murder. Caught with the murder weapon on the scene of the crime, the two have no alibi. Thrown into prison with most of the criminals they helped convict, it appears that they are going to have to trust each other if they are to clear their names and catch the evil Perret.",22.787667,"[{""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/22/1989,63408614,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two of L.A.'s top rival cops are going to have to work together... Even if it kills them.,Tango & Cash,458,6.1
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",,70670,"[{""id"": 13095, ""name"": ""death of lover""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15478, ""name"": ""art gallery""}, {""id"": 158927, ""name"": ""police investigation""}]",en,Hodejegerne,An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary..,20.821846,"[{""name"": ""Nordisk Film"", ""id"": 235}, {""name"": ""Yellow Bird Films"", ""id"": 5746}, {""name"": ""Friland Produksjon"", ""id"": 8246}, {""name"": ""ARD Degeto Film"", ""id"": 10947}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""NO"", ""name"": ""Norway""}]",8/4/2011,15699707,100,"[{""iso_639_1"": ""da"", ""name"": ""Dansk""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""no"", ""name"": ""Norsk""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,The hunt is on.,Headhunters,399,7.1
24000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,688,"[{""id"": 455, ""name"": ""farewell""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 699, ""name"": ""love at first sight""}, {""id"": 1003, ""name"": ""photographer""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2029, ""name"": ""iowa""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2784, ""name"": ""mother role""}, {""id"": 3450, ""name"": ""bridge""}, {""id"": 3451, ""name"": ""housewife""}, {""id"": 3452, ""name"": ""love letter""}, {""id"": 4402, ""name"": ""peasant""}, {""id"": 5809, ""name"": ""marriage crisis""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6059, ""name"": ""unsociability""}, {""id"": 7879, ""name"": ""secret love""}, {""id"": 221355, ""name"": ""nature documentary""}]",en,The Bridges of Madison County,Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson for four days in the 1960s.,17.606087,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/28/1995,182016617,135,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The path of Francesca Johnson's future seems destined due to an unexpected fork in the road...,The Bridges of Madison County,385,7.3
78000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",,9533,"[{""id"": 6259, ""name"": ""psychopath""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 18525, ""name"": ""fbi agent""}]",en,Red Dragon,"Former FBI Agent Will Graham, who was once almost killed by the savage Hannibal 'The Cannibal' Lecter, now has no choice but to face him again, as it seems Lecter is the only one who can help Graham track down a new serial killer.",10.083905,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/29/2002,209196298,124,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Before the Silence.,Red Dragon,1115,6.7
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",,18,"[{""id"": 402, ""name"": ""clone""}, {""id"": 444, ""name"": ""taxi""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1160, ""name"": ""egypt""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3622, ""name"": ""stowaway""}, {""id"": 3801, ""name"": ""space travel""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10150, ""name"": ""end of the world""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 11290, ""name"": ""cab driver""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 161176, ""name"": ""space opera""}, {""id"": 162365, ""name"": ""military""}, {""id"": 164920, ""name"": ""opera singer""}, {""id"": 169593, ""name"": ""resort hotel""}, {""id"": 172718, ""name"": ""ancient astronaut""}, {""id"": 223344, ""name"": ""archeologist""}, {""id"": 229863, ""name"": ""ancient evil""}, {""id"": 234630, ""name"": ""cruise liner""}]",en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",109.528572,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gaumont"", ""id"": 9}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/7/1997,263920180,126,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,There is no future without it.,The Fifth Element,3885,7.3
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}]",,16441,"[{""id"": 9725, ""name"": ""sword fight""}, {""id"": 18165, ""name"": ""animal""}]",en,The Beastmaster,"Dar, is the son of a king, who is hunted by a priest after his birth and grows up in another family. When he becomes a grown man his new father is murdered by savages and he discovers that he has the ability to communicate with the animals, which leads him on his quest for revenge against his father's killers.",6.377523,"[{""name"": ""Antares Produzione Cinematografica"", ""id"": 4950}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/20/1982,14056528,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Born with the courage of an eagle, the strength of a black tiger, and the power of a god.",The Beastmaster,97,6
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",,2018,"[{""id"": 582, ""name"": ""san francisco""}, {""id"": 1459, ""name"": ""marriage proposal""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 2381, ""name"": ""wedding planer""}, {""id"": 5989, ""name"": ""man of one's dreams""}, {""id"": 5990, ""name"": ""wine garden""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 155539, ""name"": ""sicilian""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 196700, ""name"": ""wedding day""}, {""id"": 196701, ""name"": ""meant for each other""}]",en,The Wedding Planner,"Mary Fiore, San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams, pediatrician Steve Edison, only to find he is the fiancé of her latest client, wealthy Fran Donnolly. As Mary continues making the wedding arrangements, she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction.",14.949395,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Intermedia Films"", ""id"": 763}, {""name"": ""Dee Gee Entertainment"", ""id"": 869}, {""name"": ""Tapestry Films"", ""id"": 870}, {""name"": ""Prufrock Pictures"", ""id"": 34207}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. Produktions KG"", ""id"": 65403}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/26/2001,94728529,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His big day is her big problem.,The Wedding Planner,427,5.5
35000000,"[{""id"": 35, ""name"": ""Comedy""}]",http://www.wanderlust-movie.com/Wanderlust/home.html,50647,"[{""id"": 458, ""name"": ""hippie""}, {""id"": 2412, ""name"": ""commune""}, {""id"": 10031, ""name"": ""nudism""}, {""id"": 13100, ""name"": ""nude protest""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Wanderlust,"Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules.",20.908494,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Apatow Productions"", ""id"": 10105}, {""name"": ""A Hot Dog"", ""id"": 41962}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/23/2012,24159934,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Leave your baggage behind,Wanderlust,394,5.3
54000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.youmeanddupree.com/,1819,"[{""id"": 1253, ""name"": ""roommate""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 156578, ""name"": ""newlywed""}]",en,"You, Me and Dupree","After standing in as best man for his longtime friend Carl Petersen, Randy Dupree loses his job, becomes a barfly and attaches himself to the newlywed couple almost permanently -- as their houseguest. But the longer Dupree camps out on their couch, the closer he gets to Carl's bride, Molly, leaving the frustrated groom wondering when his pal will be moving out.",18.600367,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kaplan/Perrone Entertainment"", ""id"": 11844}, {""name"": ""MMCB Film Produktion 2004"", ""id"": 59957}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/14/2006,130431368,108,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Two's company. Dupree's a crowd.,"You, Me and Dupree",407,5.4
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.roomthemovie.com,264644,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1337, ""name"": ""carpet""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2883, ""name"": ""imprisonment""}, {""id"": 9229, ""name"": ""grandparents""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 15381, ""name"": ""captive""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 221604, ""name"": ""shed""}, {""id"": 221605, ""name"": ""skylight""}]",en,Room,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,66.11334,"[{""name"": ""T\u00e9l\u00e9film Canada"", ""id"": 806}, {""name"": ""Film 4"", ""id"": 2335}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""FilmNation Entertainment"", ""id"": 7493}, {""name"": ""No Trace Camping"", ""id"": 35846}, {""name"": ""A24"", ""id"": 41077}, {""name"": ""Elevation Pictures"", ""id"": 82552}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",10/16/2015,35401758,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Love knows no boundaries,Room,2757,8.1
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,181283,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2111, ""name"": ""soviet union""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 162365, ""name"": ""military""}, {""id"": 166109, ""name"": ""child murder""}, {""id"": 191543, ""name"": ""stalinism""}, {""id"": 208611, ""name"": ""1950s""}]",en,Child 44,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",40.371098,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""RO"", ""name"": ""Romania""}]",3/15/2015,3324330,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,How do you find a killer who doesn’t exist?,Child 44,547,6.1
8500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://swimfan.film.ru/,20616,"[{""id"": 271, ""name"": ""competition""}, {""id"": 732, ""name"": ""coma""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1523, ""name"": ""obsession""}, {""id"": 2069, ""name"": ""bathing""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 9016, ""name"": ""femme fatale""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 11827, ""name"": ""swimmer""}, {""id"": 15058, ""name"": ""swimming""}, {""id"": 156316, ""name"": ""troubled teen""}]",en,Swimfan,"Ben Cronin has it all: the admiration of his many friends, a terrific girlfriend, and he's on the fast-track to an athletic scholarship. Ben's rock-solid, promising future and romance are turned upside-down with the arrival of Madison Bell. Madison, the new girl in town, quickly sets her sights on the impressionable Ben. While their first few meetings are innocent enough, the obsessive and seductive Madison wants more ... much more.",4.844451,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Greenestreet Films"", ""id"": 2150}, {""name"": ""Cobalt Media Group"", ""id"": 18619}, {""name"": ""Furthur Films"", ""id"": 33433}, {""name"": ""Forrest Films"", ""id"": 89630}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/6/2002,34411240,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,His biggest fan just became his worst nightmare.,Swimfan,70,5
